EmployerName,Position,RegularPay,TotalWages
"University of California, Riverside",Acad HR Anl 2,18449,18869
"University of California, San Francisco",Pharmacy Tchn 2,28355,30362
"University of California, Los Angeles",Physcn Ast,69146,69146
"University of California, San Francisco",Hosp Lab Tchn 1 Pd,13934,14819
"University of California, Davis",Lect-Ay-Continuing,80494,89156
"University of California, Davis",IT ArchITect 5,163418,163418
"University of California, Los Angeles",Cmty Health Prg Repr Ast,375,375
"University of California, Davis",Bus Tchl Supp Anl 3 Tx,79410,79410
"University of California, Davis",Teachg Asst-Gship,9215,9215
"University of California, Santa Cruz",Jr Specialist Nex,165,165
"University of California, Santa Barbara",Postdoc-Employee,63255,63255
"University of California, Los Angeles",Admin Care Clin Partner,49885,58331
"University of California, Davis",Lect-Ay-1/10,6227,6227
"University of California, Los Angeles",Blank Ast 3,58233,60720
"University of California, San Francisco",Regl And Cmplnc HC Spec 3,68095,68095
"University of California, Berkeley",Phys Plt Laborer Gardener B,58386,59846
"University of California, Irvine",Stdt Volunteer,0,315
"University of California, Davis",HR Ast 3,17594,17903
"University of California, Santa Cruz",Blank Ast 3,21835,21835
"University of California, San Francisco",Nurse Pd,214903,221038
"University of California, Los Angeles",Fac Mech,65255,67852
"University of California, Los Angeles",Med Ctr Storekeeper,48723,57883
"University of California, San Diego",Clerk Sr Or Secr,47723,49236
"University of California, San Diego",Lab Ast 2,5484,5591
"University of California, Davis",Ctrl Heat Cooling Plt Opr,87007,102866
"University of California, San Diego",Project Policy Anl 2,12180,12180
"University of California, San Diego",Postdoc-Employee,56851,56851
"University of California, Los Angeles",SRA 1,24292,27708
"University of California, Davis",Clin Nurse 2,107434,113623
"University of California, Los Angeles",Resid Phys I/Rep,29638,38723
"University of California, San Francisco",Hosp Lab Tchn 1,74069,85018
"University of California, Berkeley",SRA 2,11778,11778
"University of California, Davis",Stdt 4,3497,3678
"University of California, Berkeley",SRA 2 Nex,5393,5399
"University of California, Santa Cruz",Stdt 4,3977,4352
"University of California, Irvine",Asst Prof-Ay,55300,62507
"University of California, Los Angeles",Clin Nurse 4,171801,179087
"University of California, Los Angeles",Publ Admstn Anl,64302,64546
"University of California, Los Angeles",SRA 1,17750,19689
"University of California, Berkeley",Blank Ast 2,63326,63326
"University of California, Berkeley",Teachg Asst-1/10-Gship,9095,9095
"University of California, Los Angeles",Stdt Health Physcn 4,2532,2532
"University of California, Riverside",Gsr-Partial Fee Rem,25150,28570
"University of California, Los Angeles",Clin Nurse 2,19155,22010
"University of California, Santa Cruz",Gsr-Partial Fee Rem,20934,20934
"University of California, San Francisco",Stdt Aid Outside Agency,6143,6143
"University of California, Los Angeles",MRI Tchno,100353,156674
"University of California, San Francisco",Clin Rsch Crd Ast,27566,27793
"University of California, Berkeley",Stdt 3,2701,2701
"University of California, Berkeley",Stdt Volunteer,0,224
"University of California, San Diego",Clin Lab Sci Spec,125491,145115
"University of California, San Diego",Postdoc-Employee,16446,16446
"University of California, Santa Cruz",Assoc Prof-Ay,123783,123783
"University of California, Los Angeles",Adj Prof-Ay-B/E/E,221100,344248
"University of California, San Francisco",Nurse Pd,2859,3346
"University of California, Santa Cruz",Stdt 4,1556,1556
"University of California, San Diego",Stdt 2,1232,1232
"University of California, Irvine",Nurse Pract 2,183683,183683
"University of California, San Diego",Stdt 2,1516,1542
"University of California, San Francisco",Dietitian Pd,87397,88980
"University of California, Santa Barbara",Teachg Asst-Gship,17554,23710
"University of California, Irvine",Stdt Events,1759,1775
"University of California, Irvine",House Shift Admin 5 Nex,136090,155623
"University of California, Santa Cruz",Stdt Acad Advisor 2,53773,55189
"University of California, Los Angeles",Prof In Res-Hcomp,322417,322417
"University of California, San Diego",Postdoc-Employee,54747,54747
"University of California, Los Angeles",Admin Spec,16606,19703
"University of California, Riverside",Police Ofcr,103834,122506
"University of California, Los Angeles",Stdt 1 Non UC,5770,5797
"University of California, Irvine",Sr Lect Soe-Ay,30450,30450
"University of California, San Francisco",Blank Ast 3,67119,68755
"University of California, San Diego",Clin Social Worker 1 Nex,75413,77874
"University of California, Berkeley",Teacher-Unex,0,7774
"University of California, Berkeley",Tchl Project Mgt Profl 4,35985,43709
"University of California, Davis",Resid-Vet Med/Non Rep,48204,48204
"University of California, Los Angeles",Rsch Data Anl 3,33068,33068
"University of California, Los Angeles",Stdt Researcher Wksty,105,108
"University of California, Berkeley",Stdt 2,3137,3137
"University of California, Davis",EHS Spec 5,151875,153834
"University of California, Irvine",Lab Ast 1,5440,5496
"University of California, Davis",Teachg Asst-Gship,5166,5166
"University of California, Davis",Skld Crafts Trades Supv 2,86669,86669
"University of California, Davis",Med Ctr Cook,49787,54061
"University of California, San Francisco",Lab Helper,9207,9771
"University of California, San Diego",Stdt Svc Advisor 2,49541,50541
"University of California, Irvine",Stdt Acad Spec 3,53022,53026
"University of California, San Diego",Assoc Prof-Ay-B/E/E,142666,218096
"University of California, Davis",Pharmacist Sr Ex,195524,203621
"University of California, San Diego",Tut-Gship,3928,3928
"University of California, Berkeley",Stdt 2,26,26
"University of California, Irvine",Health Profns Educ Supv 2,85356,85356
"University of California, Los Angeles",Teachg Asst-Gship,5649,5649
"University of California, Berkeley",Gsr-Full Fee Rem,29897,29897
"University of California, Los Angeles",Pat Rcds Abstractor 2,58274,59835
"University of California, Berkeley",Academic Coord II-Fy,93827,123110
"University of California, San Diego",Bus Sys Anl 2,65549,66549
"University of California, Los Angeles",Hosp Lab Tchn 2,76866,79553
"University of California, Los Angeles",Stdt 1,492,497
"University of California, San Francisco",Clin Lab Supv 2,172665,172665
"University of California, San Diego",Stdt 2,3514,3530
"University of California, Los Angeles",Blank Ast 1,10603,10603
"University of California, Davis",Fundraiser 3,64943,64943
"University of California, San Francisco",Prof In Res-Hcomp,205433,551233
"University of California, Berkeley",Events Spec 2,966,966
"University of California, Berkeley",Stdt 3,1692,1692
"University of California, Riverside",Health Profns Educ Spec 3,67963,71763
"University of California, Berkeley",Admissions Evaluator 3,7751,7751
"University of California, Los Angeles",Lect-Ay,2268,2268
"University of California, San Francisco",Rsch Data Anl 1,23385,23385
"University of California, San Diego",Stdt 3,2925,2925
"University of California, Davis",Clin Nurse 3,8770,37000
"University of California, San Diego",Teacher-Unex-Contract Yr,0,26229
"University of California, San Francisco",Nurse Pd,100090,105010
"University of California, San Diego",Lect-Miscellaneous/Part Time,0,5810
"University of California, San Francisco",Assoc Specialist,72642,72642
"University of California, Berkeley",Stdt 2,875,875
"University of California, Merced",Stdt 2,3458,3458
"University of California, Davis",Stdt 2,6202,6202
"University of California, Santa Cruz",Electrn Spec,107607,131082
"University of California, Davis",Asst Prof-Ay,95267,96173
"University of California, San Diego",Stdt 3,7132,7132
"University of California, Berkeley",Stdt 2,4,4
"University of California, Davis",Pharmacy Mgr 1,51708,51708
"University of California, San Diego",Teachg Asst-Gship,5166,5166
"University of California, San Francisco",Acad Prg Mgr 1,106667,106667
"University of California, San Francisco",Nurse Pd,26564,26564
"University of California, Santa Barbara",Admissions Evaluator 3,4701,4701
"University of California, San Diego",HS Assoc Clin Prof-Hcomp,187238,233720
"University of California, Berkeley",Comm Mgr 1,125553,125553
"University of California, Berkeley",Assoc Prof-Ay,132158,132158
"University of California, Santa Cruz",Coach Ast 2,0,9863
"University of California, Los Angeles",Case Mgr Sr,135593,136973
"University of California, Riverside",Fundraiser 4,94416,95416
"University of California, San Diego",Stdt 3,830,830
"University of California, Riverside",Stdt Acad Spec 3,56620,56620
"University of California, Los Angeles",Blank Ast 2,26006,25753
"University of California, Berkeley",Lect-Fy,44889,44889
"University of California, Irvine",Blank Ast 2,45635,45767
"University of California, San Diego",Teacher-Unex-Contract Yr,0,12590
"University of California, San Diego",Clin Lab Supv 2,142470,148972
"University of California, Davis",Radlg Svc Supv 2,146606,149361
"University of California, Los Angeles",Gsr-Partial Fee Rem,10861,10861
"University of California, Santa Barbara",Teachg Asst-Gship,17761,21865
"University of California, Irvine",Radlg Tchno Sr,89091,91169
"University of California, Davis",Stdt 4,533,533
"University of California, Irvine",Gsr-Full Fee Rem,31208,31208
"University of California, San Diego",Lect-Ay,23727,24266
"University of California, San Diego",Recall Hcomp,54270,54270
"University of California, San Diego",Clin Rsch Crd Ast,54734,54734
"University of California, San Diego",Clin Nurse 2,126421,142636
"University of California, Los Angeles",Nurse Svc Supv 2,161935,203740
"University of California, Berkeley",Payroll Anl 2,58077,58165
"University of California, Riverside",Stdt Life Dev Spec 2,43493,43718
"University of California, Los Angeles",Spec,156030,178192
"University of California, Los Angeles",Reader-Gship,3169,3169
"University of California, San Francisco",Asst Prof Of Clin-Hcomp,142117,479723
"University of California, Riverside",Stdt 2,203,203
"University of California, Los Angeles",Admin Spec,9418,9418
"University of California, Berkeley",Stdt 2,846,846
"University of California, Riverside",Gsr-Partial Fee Rem,30305,30305
"University of California, San Diego",Blank Ast 3,52918,54418
"University of California, Santa Barbara",Stdt 1,1516,1516
"University of California, Los Angeles",Postdoc-Employee,64376,64376
"University of California, San Francisco",Ambul Care Pat Mgr 1,189792,207656
"University of California, Merced",Prof-Ay-B/E/E,213942,213942
"University of California, San Diego",Lab Ast 2,40132,40349
"University of California, Santa Barbara",Pharmacy Tchn 1,50383,51252
"University of California, San Diego",Pharmacy Tchn 2 Pd,12602,12871
"University of California, Los Angeles",Surgical Tchn,41230,52874
"University of California, Davis",Lab Ast 3,33655,33800
"University of California, Davis",Health Tchn 3,64419,77469
"University of California, Davis",Postdoc-Employee,54790,55040
"University of California, Los Angeles",Lect-Ay-1/9,3505,3505
"University of California, Davis",Stdt 4,493,493
"University of California, San Diego",Asst Prof-Ay-B/E/E,155083,155083
"University of California, Santa Cruz",Stdt 4,5188,5188
"University of California, Los Angeles",Clerk Sr Or Secr,2903,2908
"University of California, Irvine",Lect-Ay-1/9,18705,18705
"University of California, Los Angeles",Pharmacy Tchn 1,10351,11362
"University of California, San Francisco",Postdoc-Employee,55899,55899
"University of California, Riverside",Financial Anl Mgr 1,148912,178694
"University of California, Los Angeles",Teachg Asst-Gship,5166,5166
"University of California, Santa Cruz",Admin Ofcr 2,55080,64435
"University of California, Merced",Stdt 3,12894,12894
"University of California, Santa Cruz",Library Supv 2,61182,65182
"University of California, San Diego",Reader-Gship,3081,3081
"University of California, Davis",Ethics And Cmplnc Profl 4,99922,99922
"University of California, Santa Barbara",Stdt 1,2181,2181
"University of California, Davis",Ctrl Sterile Supv 2,95509,117224
"University of California, Los Angeles",Stdt Svc Advisor 4,79127,82219
"University of California, Irvine",Proj Scientist (Wos),52841,60169
